label_id	clusters	morphologyColourScheme
10838.0	5	255-181-131-84
10839.0	2	255-7-197-226
10640.0	2	255-7-197-226
10639.0	5	255-181-131-84
5787.0	9	255-0-76-255
10641.0	2	255-7-197-226
10841.0	10	255-114-16-255
10666.0	2	255-7-197-226
10667.0	2	255-7-197-226
10855.0	10	255-114-16-255
9945.0	10	255-114-16-255
10417.0	2	255-7-197-226
10169.0	2	255-7-197-226
10643.0	2	255-7-197-226
10198.0	3	255-98-0-122
10172.0	3	255-98-0-122
10398.0	9	255-0-76-255
10173.0	6	255-209-164-255
10175.0	6	255-209-164-255
10154.0	4	255-254-141-100
10180.0	10	255-114-16-255
10405.0	10	255-114-16-255
10651.0	6	255-209-164-255
10676.0	6	255-209-164-255
9937.0	5	255-181-131-84
10679.0	5	255-181-131-84
10653.0	1	255-147-172-58
10677.0	6	255-209-164-255
10654.0	6	255-209-164-255
10678.0	1	255-147-172-58
10655.0	10	255-114-16-255
10657.0	1	255-147-172-58
10427.0	6	255-209-164-255
9938.0	10	255-114-16-255
10158.0	6	255-209-164-255
10409.0	1	255-147-172-58
9970.0	3	255-98-0-122
10411.0	9	255-0-76-255
9206.0	9	255-0-76-255
9973.0	3	255-98-0-122
10160.0	6	255-209-164-255
10429.0	7	255-98-132-2
10184.0	3	255-98-0-122
10002.0	8	255-222-69-200
10457.0	8	255-222-69-200
10682.0	5	255-181-131-84
10431.0	3	255-98-0-122
9978.0	7	255-98-132-2
10510.0	7	255-98-132-2
10684.0	5	255-181-131-84
10433.0	5	255-181-131-84
10869.0	2	255-7-197-226
10458.0	0	255-255-0-73
10434.0	2	255-7-197-226
10892.0	0	255-255-0-73
10685.0	9	255-0-76-255
10459.0	0	255-255-0-73
10871.0	5	255-181-131-84
10460.0	0	255-255-0-73
10840.0	6	255-209-164-255
10228.0	7	255-98-132-2
10436.0	0	255-255-0-73
10874.0	0	255-255-0-73
10437.0	6	255-209-164-255
10419.0	9	255-0-76-255
10695.0	9	255-0-76-255
10439.0	4	255-254-141-100
10876.0	10	255-114-16-255
10440.0	10	255-114-16-255
10441.0	6	255-209-164-255
10714.0	5	255-181-131-84
10201.0	10	255-114-16-255
10698.0	5	255-181-131-84
10877.0	5	255-181-131-84
10444.0	5	255-181-131-84
10878.0	5	255-181-131-84
10471.0	6	255-209-164-255
10715.0	6	255-209-164-255
10699.0	1	255-147-172-58
10231.0	5	255-181-131-84
9560.0	3	255-98-0-122
10448.0	6	255-209-164-255
10233.0	6	255-209-164-255
9743.0	6	255-209-164-255
9544.0	10	255-114-16-255
9967.0	4	255-254-141-100
10718.0	9	255-0-76-255
10018.0	7	255-98-132-2
10886.0	9	255-0-76-255
10237.0	10	255-114-16-255
10479.0	5	255-181-131-84
10236.0	3	255-98-0-122
10428.0	5	255-181-131-84
10456.0	8	255-222-69-200
10708.0	5	255-181-131-84
9783.0	0	255-255-0-73
10242.0	0	255-255-0-73
10725.0	5	255-181-131-84
10745.0	0	255-255-0-73
10028.0	8	255-222-69-200
10491.0	0	255-255-0-73
10518.0	0	255-255-0-73
10535.0	0	255-255-0-73
10493.0	0	255-255-0-73
10519.0	5	255-181-131-84
10731.0	0	255-255-0-73
10494.0	4	255-254-141-100
10255.0	4	255-254-141-100
10271.0	8	255-222-69-200
10498.0	9	255-0-76-255
10736.0	4	255-254-141-100
10936.0	9	255-0-76-255
9236.0	9	255-0-76-255
10905.0	1	255-147-172-58
9024.0	9	255-0-76-255
10500.0	6	255-209-164-255
10738.0	9	255-0-76-255
10039.0	8	255-222-69-200
9407.0	6	255-209-164-255
10277.0	5	255-181-131-84
10502.0	9	255-0-76-255
10541.0	3	255-98-0-122
10942.0	3	255-98-0-122
10530.0	5	255-181-131-84
10015.0	8	255-222-69-200
10528.0	5	255-181-131-84
10754.0	5	255-181-131-84
10741.0	3	255-98-0-122
10017.0	10	255-114-16-255
10507.0	3	255-98-0-122
10760.0	8	255-222-69-200
10761.0	0	255-255-0-73
10763.0	7	255-98-132-2
10764.0	8	255-222-69-200
10269.0	8	255-222-69-200
11166.0	8	255-222-69-200
10952.0	5	255-181-131-84
10327.0	10	255-114-16-255
10963.0	4	255-254-141-100
7980.0	9	255-0-76-255
8346.0	9	255-0-76-255
6410.0	9	255-0-76-255
11388.0	6	255-209-164-255
10313.0	9	255-0-76-255
10559.0	4	255-254-141-100
10304.0	9	255-0-76-255
10958.0	4	255-254-141-100
9837.0	9	255-0-76-255
10960.0	5	255-181-131-84
11383.0	5	255-181-131-84
10306.0	9	255-0-76-255
11182.0	5	255-181-131-84
10962.0	8	255-222-69-200
10049.0	5	255-181-131-84
10971.0	9	255-0-76-255
10785.0	7	255-98-132-2
10323.0	7	255-98-132-2
10068.0	8	255-222-69-200
10565.0	7	255-98-132-2
10974.0	8	255-222-69-200
10581.0	8	255-222-69-200
11216.0	7	255-98-132-2
10996.0	5	255-181-131-84
11422.0	2	255-7-197-226
11217.0	3	255-98-0-122
11423.0	5	255-181-131-84
11586.0	2	255-7-197-226
11198.0	5	255-181-131-84
11200.0	5	255-181-131-84
11218.0	5	255-181-131-84
10567.0	5	255-181-131-84
11203.0	5	255-181-131-84
11219.0	5	255-181-131-84
10977.0	5	255-181-131-84
11425.0	10	255-114-16-255
10997.0	5	255-181-131-84
11402.0	2	255-7-197-226
11593.0	5	255-181-131-84
10978.0	5	255-181-131-84
11403.0	5	255-181-131-84
11205.0	5	255-181-131-84
10979.0	2	255-7-197-226
10980.0	2	255-7-197-226
11206.0	2	255-7-197-226
11207.0	2	255-7-197-226
10981.0	2	255-7-197-226
11427.0	1	255-147-172-58
11000.0	10	255-114-16-255
11405.0	2	255-7-197-226
11002.0	2	255-7-197-226
10982.0	2	255-7-197-226
10802.0	2	255-7-197-226
11020.0	2	255-7-197-226
10095.0	6	255-209-164-255
10985.0	8	255-222-69-200
10984.0	4	255-254-141-100
10792.0	4	255-254-141-100
11242.0	7	255-98-132-2
11003.0	7	255-98-132-2
10794.0	7	255-98-132-2
11208.0	6	255-209-164-255
11225.0	7	255-98-132-2
11614.0	7	255-98-132-2
9265.0	9	255-0-76-255
9264.0	9	255-0-76-255
11006.0	3	255-98-0-122
10067.0	9	255-0-76-255
11027.0	4	255-254-141-100
10795.0	9	255-0-76-255
11212.0	0	255-255-0-73
11009.0	8	255-222-69-200
10088.0	6	255-209-164-255
10599.0	2	255-7-197-226
11252.0	5	255-181-131-84
11440.0	5	255-181-131-84
11013.0	5	255-181-131-84
11462.0	5	255-181-131-84
11231.0	5	255-181-131-84
11232.0	10	255-114-16-255
11035.0	2	255-7-197-226
11034.0	2	255-7-197-226
11254.0	2	255-7-197-226
11464.0	10	255-114-16-255
11036.0	2	255-7-197-226
11234.0	10	255-114-16-255
11465.0	2	255-7-197-226
11015.0	5	255-181-131-84
11466.0	2	255-7-197-226
11445.0	2	255-7-197-226
8956.0	9	255-0-76-255
11489.0	2	255-7-197-226
11018.0	2	255-7-197-226
9503.0	6	255-209-164-255
11041.0	9	255-0-76-255
11019.0	10	255-114-16-255
11449.0	2	255-7-197-226
11481.0	9	255-0-76-255
11021.0	2	255-7-197-226
11240.0	7	255-98-132-2
11024.0	3	255-98-0-122
10349.0	6	255-209-164-255
11224.0	3	255-98-0-122
11244.0	9	255-0-76-255
10817.0	9	255-0-76-255
11007.0	4	255-254-141-100
10830.0	10	255-114-16-255
9969.0	6	255-209-164-255
11046.0	4	255-254-141-100
11659.0	3	255-98-0-122
10125.0	9	255-0-76-255
10130.0	9	255-0-76-255
9508.0	9	255-0-76-255
10851.0	6	255-209-164-255
11249.0	8	255-222-69-200
11064.0	8	255-222-69-200
11065.0	4	255-254-141-100
11053.0	5	255-181-131-84
8257.0	3	255-98-0-122
11463.0	10	255-114-16-255
11679.0	2	255-7-197-226
10854.0	2	255-7-197-226
11279.0	2	255-7-197-226
11280.0	2	255-7-197-226
11497.0	2	255-7-197-226
11498.0	2	255-7-197-226
11067.0	2	255-7-197-226
11068.0	2	255-7-197-226
11301.0	9	255-0-76-255
11281.0	2	255-7-197-226
11268.0	2	255-7-197-226
10668.0	6	255-209-164-255
10859.0	9	255-0-76-255
10401.0	10	255-114-16-255
10669.0	6	255-209-164-255
10400.0	10	255-114-16-255
10422.0	2	255-7-197-226
10402.0	10	255-114-16-255
10849.0	6	255-209-164-255
11073.0	2	255-7-197-226
10650.0	6	255-209-164-255
10179.0	6	255-209-164-255
10652.0	10	255-114-16-255
10865.0	6	255-209-164-255
10447.0	10	255-114-16-255
10656.0	1	255-147-172-58
10407.0	10	255-114-16-255
10157.0	10	255-114-16-255
11092.0	6	255-209-164-255
10156.0	6	255-209-164-255
10408.0	10	255-114-16-255
10850.0	9	255-0-76-255
9346.0	9	255-0-76-255
10393.0	8	255-222-69-200
10866.0	8	255-222-69-200
11101.0	5	255-181-131-84
11729.0	5	255-181-131-84
10927.0	9	255-0-76-255
10870.0	9	255-0-76-255
10001.0	4	255-254-141-100
9197.0	9	255-0-76-255
10686.0	9	255-0-76-255
11516.0	6	255-209-164-255
10167.0	2	255-7-197-226
11084.0	7	255-98-132-2
11104.0	7	255-98-132-2
11103.0	0	255-255-0-73
10690.0	7	255-98-132-2
10691.0	0	255-255-0-73
11135.0	0	255-255-0-73
11105.0	1	255-147-172-58
11106.0	4	255-254-141-100
9990.0	9	255-0-76-255
11304.0	9	255-0-76-255
10196.0	9	255-0-76-255
11321.0	9	255-0-76-255
10902.0	5	255-181-131-84
11112.0	1	255-147-172-58
10472.0	8	255-222-69-200
10443.0	10	255-114-16-255
10697.0	10	255-114-16-255
10200.0	5	255-181-131-84
10904.0	10	255-114-16-255
10673.0	6	255-209-164-255
10906.0	1	255-147-172-58
10700.0	6	255-209-164-255
10879.0	6	255-209-164-255
11521.0	6	255-209-164-255
10203.0	6	255-209-164-255
11114.0	6	255-209-164-255
11723.0	7	255-98-132-2
11533.0	5	255-181-131-84
10908.0	6	255-209-164-255
11324.0	2	255-7-197-226
11526.0	5	255-181-131-84
10885.0	6	255-209-164-255
11326.0	5	255-181-131-84
11306.0	5	255-181-131-84
11328.0	9	255-0-76-255
10473.0	4	255-254-141-100
11307.0	5	255-181-131-84
10915.0	3	255-98-0-122
11726.0	8	255-222-69-200
8110.0	9	255-0-76-255
11120.0	7	255-98-132-2
11310.0	9	255-0-76-255
11098.0	9	255-0-76-255
11538.0	5	255-181-131-84
11333.0	5	255-181-131-84
10241.0	8	255-222-69-200
11554.0	5	255-181-131-84
11747.0	5	255-181-131-84
10511.0	9	255-0-76-255
10260.0	8	255-222-69-200
10895.0	9	255-0-76-255
11748.0	8	255-222-69-200
11149.0	9	255-0-76-255
10261.0	9	255-0-76-255
9580.0	9	255-0-76-255
10026.0	9	255-0-76-255
11556.0	5	255-181-131-84
11151.0	8	255-222-69-200
11136.0	4	255-254-141-100
11152.0	0	255-255-0-73
11354.0	9	255-0-76-255
11153.0	9	255-0-76-255
10497.0	3	255-98-0-122
10950.0	9	255-0-76-255
11111.0	4	255-254-141-100
11155.0	9	255-0-76-255
11532.0	5	255-181-131-84
11345.0	1	255-147-172-58
9378.0	9	255-0-76-255
11156.0	9	255-0-76-255
11138.0	9	255-0-76-255
10768.0	9	255-0-76-255
10508.0	8	255-222-69-200
10922.0	7	255-98-132-2
11350.0	8	255-222-69-200
10926.0	5	255-181-131-84
11165.0	8	255-222-69-200
10732.0	0	255-255-0-73
11201.0	8	255-222-69-200
11580.0	8	255-222-69-200
11808.0	8	255-222-69-200
12432.0	8	255-222-69-200
12031.0	10	255-114-16-255
10305.0	9	255-0-76-255
11576.0	5	255-181-131-84
10968.0	9	255-0-76-255
11814.0	5	255-181-131-84
12036.0	3	255-98-0-122
11385.0	8	255-222-69-200
11585.0	7	255-98-132-2
11584.0	7	255-98-132-2
12237.0	5	255-181-131-84
11839.0	2	255-7-197-226
11587.0	8	255-222-69-200
11850.0	1	255-147-172-58
11215.0	2	255-7-197-226
12238.0	2	255-7-197-226
12239.0	5	255-181-131-84
12223.0	5	255-181-131-84
11589.0	2	255-7-197-226
12050.0	5	255-181-131-84
11588.0	5	255-181-131-84
11840.0	10	255-114-16-255
11841.0	2	255-7-197-226
11591.0	2	255-7-197-226
11424.0	2	255-7-197-226
11592.0	2	255-7-197-226
12225.0	5	255-181-131-84
12214.0	5	255-181-131-84
11581.0	5	255-181-131-84
11594.0	2	255-7-197-226
11824.0	5	255-181-131-84
11596.0	2	255-7-197-226
12039.0	5	255-181-131-84
12040.0	2	255-7-197-226
11598.0	2	255-7-197-226
11860.0	4	255-254-141-100
11632.0	2	255-7-197-226
11829.0	2	255-7-197-226
11843.0	2	255-7-197-226
11826.0	5	255-181-131-84
11828.0	2	255-7-197-226
11613.0	2	255-7-197-226
11599.0	2	255-7-197-226
12042.0	1	255-147-172-58
12041.0	2	255-7-197-226
8146.0	9	255-0-76-255
10805.0	6	255-209-164-255
11601.0	9	255-0-76-255
12033.0	9	255-0-76-255
10806.0	9	255-0-76-255
12034.0	9	255-0-76-255
11437.0	9	255-0-76-255
12044.0	1	255-147-172-58
11604.0	9	255-0-76-255
11194.0	6	255-209-164-255
11409.0	9	255-0-76-255
11413.0	5	255-181-131-84
11820.0	7	255-98-132-2
11397.0	7	255-98-132-2
10783.0	9	255-0-76-255
11648.0	4	255-254-141-100
11250.0	8	255-222-69-200
12282.0	7	255-98-132-2
12080.0	8	255-222-69-200
11875.0	5	255-181-131-84
11876.0	5	255-181-131-84
11441.0	5	255-181-131-84
11877.0	5	255-181-131-84
12062.0	5	255-181-131-84
11622.0	5	255-181-131-84
11651.0	5	255-181-131-84
12258.0	5	255-181-131-84
11851.0	5	255-181-131-84
11665.0	5	255-181-131-84
12063.0	10	255-114-16-255
11625.0	10	255-114-16-255
11852.0	10	255-114-16-255
8380.0	9	255-0-76-255
11878.0	2	255-7-197-226
11653.0	2	255-7-197-226
11469.0	2	255-7-197-226
11627.0	2	255-7-197-226
11880.0	6	255-209-164-255
11477.0	2	255-7-197-226
11447.0	2	255-7-197-226
11882.0	9	255-0-76-255
12067.0	2	255-7-197-226
11628.0	2	255-7-197-226
11629.0	2	255-7-197-226
11631.0	2	255-7-197-226
11633.0	2	255-7-197-226
11450.0	2	255-7-197-226
11636.0	2	255-7-197-226
11655.0	5	255-181-131-84
11241.0	9	255-0-76-255
11638.0	1	255-147-172-58
12294.0	5	255-181-131-84
11864.0	3	255-98-0-122
11641.0	3	255-98-0-122
11243.0	1	255-147-172-58
12053.0	7	255-98-132-2
11866.0	9	255-0-76-255
11245.0	9	255-0-76-255
11888.0	3	255-98-0-122
10128.0	9	255-0-76-255
10105.0	9	255-0-76-255
9764.0	9	255-0-76-255
5914.0	9	255-0-76-255
11889.0	3	255-98-0-122
9548.0	9	255-0-76-255
6748.0	9	255-0-76-255
11647.0	9	255-0-76-255
11896.0	5	255-181-131-84
11663.0	7	255-98-132-2
11902.0	5	255-181-131-84
12104.0	2	255-7-197-226
11922.0	2	255-7-197-226
12284.0	2	255-7-197-226
12322.0	2	255-7-197-226
12106.0	2	255-7-197-226
11924.0	2	255-7-197-226
11925.0	2	255-7-197-226
11681.0	1	255-147-172-58
12107.0	2	255-7-197-226
12109.0	2	255-7-197-226
11682.0	2	255-7-197-226
12094.0	2	255-7-197-226
11499.0	2	255-7-197-226
11903.0	2	255-7-197-226
11948.0	7	255-98-132-2
12308.0	2	255-7-197-226
11904.0	2	255-7-197-226
12086.0	9	255-0-76-255
11490.0	9	255-0-76-255
11685.0	6	255-209-164-255
12095.0	10	255-114-16-255
12139.0	2	255-7-197-226
11687.0	6	255-209-164-255
11503.0	6	255-209-164-255
12113.0	7	255-98-132-2
11673.0	6	255-209-164-255
11932.0	6	255-209-164-255
11288.0	6	255-209-164-255
11916.0	6	255-209-164-255
11914.0	2	255-7-197-226
12115.0	5	255-181-131-84
11508.0	6	255-209-164-255
12098.0	2	255-7-197-226
11089.0	6	255-209-164-255
11937.0	7	255-98-132-2
11695.0	2	255-7-197-226
11938.0	2	255-7-197-226
12122.0	2	255-7-197-226
11697.0	5	255-181-131-84
12315.0	2	255-7-197-226
11527.0	1	255-147-172-58
11940.0	2	255-7-197-226
11700.0	4	255-254-141-100
11059.0	4	255-254-141-100
11702.0	9	255-0-76-255
11962.0	4	255-254-141-100
11918.0	9	255-0-76-255
10413.0	9	255-0-76-255
10995.0	9	255-0-76-255
11276.0	8	255-222-69-200
11102.0	4	255-254-141-100
12158.0	5	255-181-131-84
11515.0	0	255-255-0-73
11146.0	9	255-0-76-255
10888.0	9	255-0-76-255
12105.0	2	255-7-197-226
11984.0	9	255-0-76-255
9786.0	9	255-0-76-255
11923.0	2	255-7-197-226
9790.0	9	255-0-76-255
11299.0	0	255-255-0-73
11531.0	7	255-98-132-2
11517.0	6	255-209-164-255
11949.0	6	255-209-164-255
12137.0	5	255-181-131-84
11130.0	4	255-254-141-100
10495.0	9	255-0-76-255
11929.0	3	255-98-0-122
11711.0	9	255-0-76-255
11546.0	3	255-98-0-122
12138.0	9	255-0-76-255
11544.0	9	255-0-76-255
10014.0	9	255-0-76-255
11951.0	6	255-209-164-255
11953.0	5	255-181-131-84
11955.0	2	255-7-197-226
11520.0	6	255-209-164-255
11719.0	2	255-7-197-226
12166.0	2	255-7-197-226
11973.0	5	255-181-131-84
12146.0	6	255-209-164-255
11974.0	2	255-7-197-226
12168.0	6	255-209-164-255
11957.0	6	255-209-164-255
12369.0	2	255-7-197-226
11975.0	2	255-7-197-226
11698.0	6	255-209-164-255
12148.0	2	255-7-197-226
11738.0	6	255-209-164-255
11958.0	5	255-181-131-84
11977.0	9	255-0-76-255
11327.0	8	255-222-69-200
12151.0	5	255-181-131-84
11978.0	8	255-222-69-200
12372.0	5	255-181-131-84
12152.0	5	255-181-131-84
9999.0	0	255-255-0-73
11121.0	8	255-222-69-200
11727.0	9	255-0-76-255
11100.0	8	255-222-69-200
11541.0	9	255-0-76-255
11163.0	7	255-98-132-2
11371.0	9	255-0-76-255
10947.0	8	255-222-69-200
12416.0	7	255-98-132-2
11780.0	7	255-98-132-2
12014.0	7	255-98-132-2
10933.0	9	255-0-76-255
11339.0	9	255-0-76-255
10253.0	9	255-0-76-255
10222.0	9	255-0-76-255
10934.0	4	255-254-141-100
12193.0	9	255-0-76-255
10465.0	9	255-0-76-255
11543.0	9	255-0-76-255
10197.0	9	255-0-76-255
11376.0	9	255-0-76-255
9831.0	9	255-0-76-255
11971.0	9	255-0-76-255
12182.0	9	255-0-76-255
11991.0	6	255-209-164-255
10951.0	8	255-222-69-200
11771.0	3	255-98-0-122
11363.0	0	255-255-0-73
10766.0	8	255-222-69-200
11754.0	6	255-209-164-255
12184.0	2	255-7-197-226
12185.0	9	255-0-76-255
11775.0	8	255-222-69-200
11331.0	0	255-255-0-73
11571.0	7	255-98-132-2
11784.0	7	255-98-132-2
11793.0	8	255-222-69-200
11783.0	8	255-222-69-200
11170.0	8	255-222-69-200
11174.0	9	255-0-76-255
12202.0	8	255-222-69-200
12018.0	8	255-222-69-200
12021.0	9	255-0-76-255
12213.0	8	255-222-69-200
12226.0	5	255-181-131-84
12626.0	1	255-147-172-58
12625.0	7	255-98-132-2
12215.0	5	255-181-131-84
7387.0	9	255-0-76-255
12837.0	7	255-98-132-2
12436.0	5	255-181-131-84
12229.0	2	255-7-197-226
12209.0	4	255-254-141-100
11813.0	9	255-0-76-255
10959.0	4	255-254-141-100
12438.0	8	255-222-69-200
10307.0	9	255-0-76-255
11578.0	8	255-222-69-200
12221.0	7	255-98-132-2
12046.0	4	255-254-141-100
12235.0	5	255-181-131-84
12866.0	5	255-181-131-84
12465.0	2	255-7-197-226
12637.0	5	255-181-131-84
12868.0	5	255-181-131-84
12648.0	10	255-114-16-255
12444.0	5	255-181-131-84
12241.0	2	255-7-197-226
12852.0	5	255-181-131-84
12467.0	10	255-114-16-255
12242.0	5	255-181-131-84
12466.0	10	255-114-16-255
12853.0	5	255-181-131-84
12639.0	5	255-181-131-84
12227.0	5	255-181-131-84
12448.0	5	255-181-131-84
12449.0	5	255-181-131-84
12453.0	5	255-181-131-84
12228.0	2	255-7-197-226
12244.0	1	255-147-172-58
12643.0	2	255-7-197-226
12247.0	2	255-7-197-226
12248.0	2	255-7-197-226
12656.0	2	255-7-197-226
12264.0	9	255-0-76-255
11810.0	9	255-0-76-255
11408.0	10	255-114-16-255
12056.0	9	255-0-76-255
11831.0	6	255-209-164-255
12232.0	6	255-209-164-255
12456.0	5	255-181-131-84
12455.0	1	255-147-172-58
12220.0	4	255-254-141-100
11817.0	7	255-98-132-2
11398.0	7	255-98-132-2
10320.0	9	255-0-76-255
11415.0	8	255-222-69-200
9841.0	9	255-0-76-255
11837.0	8	255-222-69-200
12504.0	0	255-255-0-73
12686.0	5	255-181-131-84
12883.0	5	255-181-131-84
12256.0	8	255-222-69-200
12488.0	2	255-7-197-226
12463.0	5	255-181-131-84
12666.0	5	255-181-131-84
12283.0	2	255-7-197-226
12489.0	2	255-7-197-226
12688.0	10	255-114-16-255
12864.0	5	255-181-131-84
12236.0	2	255-7-197-226
12473.0	5	255-181-131-84
12259.0	5	255-181-131-84
12884.0	10	255-114-16-255
12492.0	2	255-7-197-226
12081.0	2	255-7-197-226
12493.0	2	255-7-197-226
12507.0	2	255-7-197-226
12286.0	2	255-7-197-226
12673.0	2	255-7-197-226
12675.0	2	255-7-197-226
12676.0	2	255-7-197-226
12479.0	2	255-7-197-226
12677.0	2	255-7-197-226
12289.0	9	255-0-76-255
12651.0	2	255-7-197-226
12267.0	2	255-7-197-226
12268.0	2	255-7-197-226
12068.0	2	255-7-197-226
12290.0	1	255-147-172-58
12705.0	1	255-147-172-58
12296.0	2	255-7-197-226
12515.0	1	255-147-172-58
12483.0	9	255-0-76-255
12298.0	2	255-7-197-226
12923.0	2	255-7-197-226
12710.0	2	255-7-197-226
12680.0	9	255-0-76-255
12498.0	2	255-7-197-226
12100.0	9	255-0-76-255
12733.0	10	255-114-16-255
11891.0	9	255-0-76-255
10831.0	9	255-0-76-255
12485.0	2	255-7-197-226
12713.0	3	255-98-0-122
11419.0	9	255-0-76-255
11662.0	1	255-147-172-58
12305.0	8	255-222-69-200
8223.0	9	255-0-76-255
7036.0	9	255-0-76-255
6543.0	9	255-0-76-255
12525.0	2	255-7-197-226
12321.0	2	255-7-197-226
12721.0	2	255-7-197-226
11921.0	2	255-7-197-226
12526.0	2	255-7-197-226
12528.0	2	255-7-197-226
12357.0	2	255-7-197-226
12527.0	2	255-7-197-226
11926.0	2	255-7-197-226
12108.0	2	255-7-197-226
12740.0	2	255-7-197-226
12506.0	2	255-7-197-226
12307.0	2	255-7-197-226
12324.0	2	255-7-197-226
12531.0	2	255-7-197-226
12532.0	2	255-7-197-226
12508.0	2	255-7-197-226
12326.0	9	255-0-76-255
12725.0	3	255-98-0-122
11686.0	1	255-147-172-58
12744.0	1	255-147-172-58
11884.0	4	255-254-141-100
12329.0	2	255-7-197-226
12540.0	5	255-181-131-84
12745.0	2	255-7-197-226
11912.0	10	255-114-16-255
12332.0	10	255-114-16-255
12512.0	6	255-209-164-255
12334.0	7	255-98-132-2
12748.0	7	255-98-132-2
12112.0	7	255-98-132-2
12707.0	2	255-7-197-226
12568.0	2	255-7-197-226
12337.0	5	255-181-131-84
12116.0	7	255-98-132-2
12114.0	10	255-114-16-255
11952.0	6	255-209-164-255
12753.0	2	255-7-197-226
11915.0	2	255-7-197-226
12341.0	2	255-7-197-226
12730.0	2	255-7-197-226
12516.0	2	255-7-197-226
12120.0	2	255-7-197-226
12367.0	6	255-209-164-255
12314.0	2	255-7-197-226
12342.0	2	255-7-197-226
12973.0	2	255-7-197-226
12732.0	2	255-7-197-226
12517.0	2	255-7-197-226
12758.0	2	255-7-197-226
12548.0	5	255-181-131-84
12344.0	2	255-7-197-226
12349.0	1	255-147-172-58
12734.0	5	255-181-131-84
12760.0	2	255-7-197-226
12550.0	2	255-7-197-226
12301.0	9	255-0-76-255
11677.0	3	255-98-0-122
12957.0	10	255-114-16-255
12552.0	9	255-0-76-255
11676.0	9	255-0-76-255
12316.0	6	255-209-164-255
12959.0	5	255-181-131-84
12304.0	8	255-222-69-200
11539.0	8	255-222-69-200
12782.0	7	255-98-132-2
12157.0	9	255-0-76-255
12580.0	9	255-0-76-255
12739.0	2	255-7-197-226
12013.0	9	255-0-76-255
12190.0	1	255-147-172-58
8258.0	9	255-0-76-255
9582.0	9	255-0-76-255
12358.0	3	255-98-0-122
12763.0	1	255-147-172-58
12584.0	9	255-0-76-255
12768.0	2	255-7-197-226
12382.0	10	255-114-16-255
12363.0	2	255-7-197-226
12769.0	2	255-7-197-226
12787.0	2	255-7-197-226
12770.0	2	255-7-197-226
12364.0	2	255-7-197-226
12789.0	2	255-7-197-226
12564.0	2	255-7-197-226
12567.0	2	255-7-197-226
12588.0	10	255-114-16-255
12566.0	10	255-114-16-255
12384.0	10	255-114-16-255
12793.0	2	255-7-197-226
12386.0	2	255-7-197-226
12167.0	2	255-7-197-226
12366.0	6	255-209-164-255
12589.0	2	255-7-197-226
12388.0	2	255-7-197-226
12590.0	1	255-147-172-58
12569.0	6	255-209-164-255
12169.0	6	255-209-164-255
12389.0	1	255-147-172-58
12796.0	1	255-147-172-58
12570.0	6	255-209-164-255
11960.0	5	255-181-131-84
12371.0	5	255-181-131-84
12593.0	9	255-0-76-255
12773.0	5	255-181-131-84
12374.0	8	255-222-69-200
12174.0	8	255-222-69-200
12373.0	5	255-181-131-84
12178.0	0	255-255-0-73
12177.0	0	255-255-0-73
13005.0	9	255-0-76-255
13030.0	7	255-98-132-2
12415.0	7	255-98-132-2
12597.0	4	255-254-141-100
12401.0	2	255-7-197-226
12806.0	5	255-181-131-84
12011.0	7	255-98-132-2
12601.0	7	255-98-132-2
12400.0	4	255-254-141-100
12808.0	7	255-98-132-2
12602.0	2	255-7-197-226
12611.0	5	255-181-131-84
12015.0	9	255-0-76-255
12612.0	9	255-0-76-255
12403.0	9	255-0-76-255
12613.0	9	255-0-76-255
11989.0	6	255-209-164-255
12820.0	9	255-0-76-255
12426.0	9	255-0-76-255
11717.0	9	255-0-76-255
12407.0	9	255-0-76-255
11753.0	9	255-0-76-255
12815.0	1	255-147-172-58
12604.0	2	255-7-197-226
12615.0	9	255-0-76-255
12197.0	9	255-0-76-255
12616.0	0	255-255-0-73
11767.0	9	255-0-76-255
12003.0	9	255-0-76-255
12430.0	8	255-222-69-200
12410.0	2	255-7-197-226
11757.0	3	255-98-0-122
12574.0	8	255-222-69-200
12621.0	5	255-181-131-84
13262.0	5	255-181-131-84
13264.0	5	255-181-131-84
12839.0	8	255-222-69-200
12212.0	4	255-254-141-100
13267.0	5	255-181-131-84
13066.0	5	255-181-131-84
8142.0	9	255-0-76-255
11811.0	9	255-0-76-255
13285.0	9	255-0-76-255
13071.0	6	255-209-164-255
13070.0	8	255-222-69-200
12845.0	7	255-98-132-2
12846.0	7	255-98-132-2
12211.0	8	255-222-69-200
12865.0	7	255-98-132-2
13514.0	5	255-181-131-84
12867.0	3	255-98-0-122
13075.0	8	255-222-69-200
12851.0	5	255-181-131-84
13517.0	5	255-181-131-84
13076.0	5	255-181-131-84
13290.0	5	255-181-131-84
12850.0	7	255-98-132-2
12869.0	5	255-181-131-84
13277.0	5	255-181-131-84
13078.0	5	255-181-131-84
12885.0	5	255-181-131-84
13499.0	5	255-181-131-84
13077.0	5	255-181-131-84
12870.0	1	255-147-172-58
13087.0	10	255-114-16-255
13280.0	5	255-181-131-84
13282.0	5	255-181-131-84
13500.0	5	255-181-131-84
13079.0	5	255-181-131-84
13283.0	5	255-181-131-84
13112.0	2	255-7-197-226
12632.0	9	255-0-76-255
12841.0	5	255-181-131-84
12872.0	2	255-7-197-226
13296.0	2	255-7-197-226
12893.0	2	255-7-197-226
